,0,1,2,3
1176, And then it forced me like that by the time it was when I met you you felt like a whole life.,2081.0,2097.0,220402_003_me.wav
1177, Van weather up like it with like looking Monday. I am this.,2098.0,2103.0,220402_003_me.wav
1178," You know, how I feel like, you know, and that was like a fascinating and beautiful to like, you are so good at the, so fucking good at that. So I was just like it was like, you are remarkable that, you are totally blind, but, you know, it to yourself a little bit, you know, it's like, you know, and even the ego was like maybe driving it, you know, but like",2104.0,2134.0,220402_003_me.wav
1179," You aren't even in touch with the egos last alone like it did, you know?",2135.0,2140.0,220402_003_me.wav
1180," I don't know cuz I was like, yeah, that's like one of the most of myself and I keep thinking in the shower. I would love to go down to the Village, like outside the town rule, you know.",2140.0,2167.0,220402_003_me.wav
1181," Ecstasy, makes me feel safe.",2183.0,2197.0,220402_003_me.wav
1182," He said that he didn't feel safe because I honestly think you're with him and the way I can get her, which was something to me because I feel like I actually take pride in how I make my friend to you.",2204.0,2220.0,220402_003_me.wav
1183, Really embarrassed.,2220.0,2222.0,220402_003_me.wav
1184," It's like sort of hard to leak when I go to interact with like all of these guys. I would like. And I like, really can't explain it here in the hole. It made me feel safe and deeply like, oh, yeah.",2223.0,2241.0,220402_003_me.wav
1185, Commitment.,2246.0,2248.0,220402_003_me.wav
1186," Is there a vegan? A folino? Yeah, I know. And it's crazy. What the therapist? Oh my God. It's like, it's like",2259.0,2292.0,220402_003_me.wav
1187, I bet there are a lot of therapist to do it because they got that light.,2294.0,2299.0,220402_003_me.wav
1188," They got like from not like, you know, like just like",2299.0,2303.0,220402_003_me.wav
1189, the information. I think these bushes out here.,2306.0,2311.0,220402_003_me.wav
1190, I have waterproof boots on.,2383.0,2386.0,220402_003_me.wav
1191, Your way to go to use it.,2388.0,2391.0,220402_003_me.wav
1192," I left, I woke up into the community building just like look at it. Once I never really, I found on that fiber Studio. Like I hate them all them. Like the Malden sort of like a psyche who's like that knows can use cuz the only Flags I thought Confederate flag of the Isis flag, you know, you know the don't tread on me flag and I just like started like it's thinking of like all of the bad flags and I just couldn't like why is it that. That's a good one. That's a good one.",2393.0,2434.0,220402_003_me.wav
1193," I just I just don't know how you like flies have been like, like it's like a century of nationalism and just sort of like we did. You know, I just feel like I just like a bad thing. Yeah, they're definitely definitely capitalized. I really didn't know what the process is for. We just heard like a German rock music open. I know they definitely don't like, people don't like having Flags around the far, right?",2435.0,2485.0,220402_003_me.wav
1194," Yeah, I literally never been up here before. I didn't mean either. It was one of my goals to take a class here. I'm like, so upset that it didn't happen. I wish I could wait. This is really cool with. This is like,",2495.0,2513.0,220402_003_me.wav
1195, These steps are just fantastic. It's interesting to see what people are making.,2516.0,2521.0,220402_003_me.wav
1196," Yes, really fucking nice. Why are you? Why are you going to go?",2524.0,2530.0,220402_003_me.wav
1197," I got that really, really helping the steaks, the gas in the fucking life is like different and I would like to know all of it by myself, like going to be really like complex it. That's why I only see like one night like think about Brazil complex in probably like the one of us must let the fast. What thing is to come to mind is just like a total. Like it's at.",2535.0,2596.0,220402_003_me.wav
1198," Like India, you know, is that crazy shit going on? Like systematic initiative in the relation and part of that is English being a colonizer language and therefore like not being allowed to be using it on. Yeah, that's one of the reasons why I like I didn't want to walk in ngos off to be in Jordan.",2595.0,2635.0,220402_003_me.wav
1199," Potli just for all of that because I like him, that, like most most of them were frauds, you know, or just like self-serving, but I also like overwhelmingly. Got this like, weird fucking feeling, you know, that is I haven't been able to shake the ngos are for the people who make the ngos and the people who walk in them. If not for the people to ask and that's like, yes. I know, just in case it is neocolonialism most of the like a lot of these like Charities. Like the fact that like the international charity, whatever and it came out with the missionaries of the charges on the split-off chat groups and shots, like organizations to solve like issues and you know, combat the the Savages bless you. I like Global and international ngos, and when he saw like looking a little bit, you know, it just it just you can't shake the feeling that, you know, is just like the evasive and especially like a lot of",2636.0,2697.0,220402_003_me.wav
1200," Ultra ones in ones that are trained like change some domestic like all the stuff in the mastic politics and stuff like that. Like, a lot of that. Like a lot of the feminism ngos are just like really wide, you know, going in instead of like, even even if it's like, you know, woman's right to me and trying to like save like like a woman and stuff like that. But it's like this really, really weird contact, you know, it's like with you. Yes, regardless of what, what do you think? Like in your own life moral Universe? Like, what you believe is right or wrong? And, you know, it's just, it's it's, it's total like, you know, I'm sensitive, like, cultural conversion, and, and turn on the south now and bodies is not just out of making them waxed and body, you know what I mean? And crazy. Not like Weston like female body that then instead of like, it's like the same like body politic, you know.",2696.0,2756.0,220402_003_me.wav
1201," Got like, has been going on throughout history. It just like for it would like a nice him off, and, you know, they just end up radicalizing. Did you do that kind of bunch of authors friends, who are really lovely? Like, I have dreams about it all the time. So one person who was walking who does a translator for the Fort, like you and stuff, and then for whatever, like I got put in contact with her and she just happened to be 26 year-old. Super cool walking like a wonderful outfit, but she's like got married now and also kind of disappeared.",2756.0,2800.0,220402_003_me.wav
1202," But yeah, I know but she's it was like wonderful cuz, you know, she had a whole community. And she was so accepting welcoming and you know, in like people on the sea other countries and they are you know Hospitality like yeah, so she was she was she was absolutely wonderful going but it was a long time. So it's like you're alone for a week and I went to the same like, you know, to stores. Just so they were familiar cuz I don't have anything as me. I was tough but I know I did. I did it. That's remarkably adoptive son. I don't think I was long enough together to sort of like that truth. The thriving been like. It's rough. But like, you'll find people that, you know, I have no doubts about that. You shouldn't be, you shouldn't be afraid. You shouldn't be afraid of that. What's more?",2804.0,2863.0,220402_003_me.wav
1203," But is that like the fast like month or two with more Staffing in like exciting? Even if he'll talk? Sometimes it's going to be like, you know, and then it's like when you stopped trying to settle in for the Rhythm Knotts, when you start getting depressed, right? It's something happens with the end of being that, you know, it's just like the sense of like, isolation the sense of like, it's like, no, I don't need you anymore. It's just a friend and like, weird and unsettling, but like so many different parts of a subconscious. And that's when people say, like I was moving to new places like a month or two of them. Like, what happen when you go up a little bit and then it just you going to depression for like 6 months, you know, I like that, you know, some dude with some conscious depression because your body just can't deal with that, you know, and then it stopped going up. They sell parking right, but that's like a expected, right? It's meant to be difficult.",2864.0,2919.0,220402_003_me.wav
1204," Ability. Just like working Brazil. After graduate fact, I can be friends is like a half weeks back. Half Iranian like, Jewish boy from Los Angeles with like it was like born in the Iran-Contra. I think about that all the time with sounds like we are the product looks like we are the product of so many bad things and there's no way in history. You know, I would ever be to you, you know, what happened, right? We'll just be sort of like, throwing out of History. Kindness.",2924.0,2966.0,220402_003_me.wav
1205," You know, what communities are we can build? What ideas are we going to make? I feel like it's going to be it's going to be exciting. I really need to do a boy or a 50. Yeah. Crude and our expectation of the I I think I like the oil in the lawyer who was like organizing all the things you don't like house arrest for next week.",2965.0,3023.0,220402_003_me.wav
1206," I don't think he has his own problems and whatever and he's kind of like it. Like when you look at him interacting with, he's kind of like hanging like self-serving as well as some feta. You happen to them again, just like the rest of the day everyday, you know, but at the end of the day, right, I mean if you want them shooting for the political violence, then you got to take what comes of that, you know, that the raid was fun. And I also heard from fault, if you guys went again, the next day, really, that's crazy.",3025.0,3085.0,220402_003_me.wav
1207," I appreciate that. I just this was my mindset, by the way, like when the raid was happening and see if you could imagine that. It's like my feelings of like me. No sadness, and liked what I saw was just like, going to a rave. And then like saw engine affect came down with a stomach bug. So I was like, it was like kind of like she's at. She's an angel. What do you think? It's been like for her?",3085.0,3114.0,220402_003_me.wav
1208," I've been trying to think about that. I think it's been a really good fine. She's really happy. I think she's a little fight, a little relation. I'm talking about with us. We'd even though, like, she seemed more of that false, even though she seemed more that false like she's really satisfying, her relationship with them and they're only see a wonderful little community and family, you know, and she's doing well in the car. So she like wants to drop out every, you know, other week, but it's more of like a cathartic even though. Yeah, like she's got like the will to execute on any of it, you know, of these like, you know, I hate plans. I don't know if they would be great 5 right now because she is happy, you know, elsewhere.",3115.0,3160.0,220402_003_me.wav
1209," She's a but I do think that she is fully into soda fountain and that there was something brewing with him, you know, like a a great lodge act but not directed at me this time, you know, like a great son of like opposite of like a little Rebellion coming in, you know again sort of the just a comfort.",3160.0,3186.0,220402_003_me.wav
1210," Fixation to see if that begun. Yeah, I don't know how she's going to use that. What channel will do we? And I'm not sure what's going to happen. But if not, it's not me this time cuz, you know, I think it was like picking on you. When you're in a relationship is like often times. You can displace your problems on top of the people, you know, if you see them, it's like this passengers in your life constantly. It's like they become the",3187.0,3210.0,220402_003_me.wav
1211," Really lovely to work with you. Mr. Frankie so much walking with no. Thanks so much. You make me so happy. Yeah, I like that's going to be so it's going to be sore, but it's going to be the same globalize individual people.",3210.0,3235.0,220402_003_me.wav
1212,"Yes, please. I don't have like too many. So like not that I can add like maybe like 2 or 3 is okay.",92.0,102.0,220407_001_me.wav
1213, I threw up in the bathroom on the right side little tube. That's good.,102.0,110.0,220407_001_me.wav
1214, You need them.,393.0,395.0,220407_001_me.wav
1215, And the clock.,395.0,397.0,220407_001_me.wav
1216," Boy, I'm sorry.",401.0,403.0,220407_001_me.wav
1217, Breakfast is on its way breakfast in this way.,517.0,522.0,220407_001_me.wav
1218," So I was just telling you, I'm going to stick your things improperly and then doing the Samantha sent to me sausages.",579.0,589.0,220407_001_me.wav
1219, Pictures of sleeping. Now listen to a sausages. I don't know what to do with them. I think you could just have them like John and style. We have raspberries also.,590.0,603.0,220407_001_me.wav
1220, Do I have a good cold broken?,604.0,607.0,220407_001_me.wav
1221, Emerald. So I want to go get a good seat with a good a condition because I want to just wash all my work today so that we can have weekends really just have weekends too.,615.0,634.0,220407_001_me.wav
1222, What's morning in Sandalwood?,642.0,645.0,220407_001_me.wav
1223," This really your time looks so good. So on family time, I think don't get that.",645.0,651.0,220407_001_me.wav
1224," like, my only fan is this, but then I guess that otherwise",652.0,658.0,220407_001_me.wav
1225," You're so hot your skin sex, so hot right now.",662.0,665.0,220407_001_me.wav
1226," I'm just waiting for the oven to preheat and I are washing dishes. Now. I just need to brought will take some time, but I thought we should make them.",666.0,675.0,220407_001_me.wav
1227," All right, then, I guess you then I think we can get the biceps.",711.0,715.0,220407_001_me.wav
1228, Don't mean.,718.0,719.0,220407_001_me.wav
1229," Yeah, but you go to figure out your your your your trip trip trip.",760.0,766.0,220407_001_me.wav
1230, Trip. Trip. Trip. Trip trip.,766.0,769.0,220407_001_me.wav
1231, Don't need that.,774.0,777.0,220407_001_me.wav
1232, The whole red.,783.0,785.0,220407_001_me.wav
1233, Entrance.,791.0,793.0,220407_001_me.wav
1234," Want to buy, Hallelujah?",803.0,806.0,220407_001_me.wav
1235, Entrance to the underworld.,816.0,819.0,220407_001_me.wav
1236," And what you can do with history movie service? No. No, he doesn't.",823.0,831.0,220407_001_me.wav
1237, Songs about right.,836.0,838.0,220407_001_me.wav
1238, And you should get O'Keefe Sleepy Dog.,841.0,844.0,220407_001_me.wav
1239," I don't feel like either of us a sec to talk, so funny.",854.0,859.0,220407_001_me.wav
1240, Shrimp recipes.,861.0,863.0,220407_001_me.wav
1241," We make love with Jesus was supposed to say, I don't make first off. I don't Make Love by fuck hard.",869.0,881.0,220407_001_me.wav
1242, He has issues.,885.0,887.0,220407_001_me.wav
1243, I got to go to.,887.0,889.0,220407_001_me.wav
1244, You hear?,896.0,898.0,220407_001_me.wav
1245, I'm going to go no place to go.,911.0,913.0,220407_001_me.wav
1246, I got this guy and I want to put it.,931.0,934.0,220407_001_me.wav
1247, I want to be the opposite. It's so crazy.,947.0,954.0,220407_001_me.wav
1248, I would like grandma boobs just like the ones that he can just get lost it.,956.0,966.0,220407_001_me.wav
1249, Why is that sad?,973.0,975.0,220407_001_me.wav
1250, It's funny the things you said about you and called her and boys.,975.0,979.0,220407_001_me.wav
1251," Said that thing to you. I was in my head. I was like, I can with the males are so, so",979.0,988.0,220407_001_me.wav
1252, I am super.,1011.0,1015.0,220407_001_me.wav
1253," Come. I want to get to the library before it gets too hot, cuz I still work there if that's you going to be like, not too hot outside. I think.",1016.0,1023.0,220407_001_me.wav
1254," I mean, look at this moment before it gets this.",1025.0,1029.0,220407_001_me.wav
1255, Did he say?,1031.0,1032.0,220407_001_me.wav
1256, You like it. You like these and then?,1036.0,1040.0,220407_001_me.wav
1257, Atami is no like Asian like they're like the Asian men. Do you find cute?,1047.0,1055.0,220407_001_me.wav
1258," I'm not sure honey is like the kind that's like a. I feel like he's, he's cute. But he's also like an extremely large extremely buff man. Yeah.",1055.0,1069.0,220407_001_me.wav
1259," Who's the guy with the name, Sandy?",1072.0,1077.0,220407_001_me.wav
1260, Food list in Georgia.,1077.0,1080.0,220407_001_me.wav
1261, This crazy guy video.,1085.0,1088.0,220407_001_me.wav
1262, Why don't your brother?,1102.0,1103.0,220407_001_me.wav
1263, Why not your brother?,1105.0,1108.0,220407_001_me.wav
1264, No mean. He's a,1109.0,1111.0,220407_001_me.wav
1265, Asian man.,1113.0,1114.0,220407_001_me.wav
1266," Oh, I know.",1116.0,1117.0,220407_001_me.wav
1267, Tiramisu and beverage form.,1125.0,1128.0,220407_001_me.wav
1268," I like that, doesn't it?",1131.0,1135.0,220407_001_me.wav
1269, People think.,1137.0,1139.0,220407_001_me.wav
1270, I'm a dreamer.,1140.0,1141.0,220407_001_me.wav
1271, Madonna my friend from freshman year.,1144.0,1147.0,220407_001_me.wav
1272," oh, and another friend that lasts, but he was an asshole, though. So it's fine. So, you know, I'm I might want my fast group of friends. It seems e was the sky Ali and Clara. Yeah, and I'll be left out. The trash me to become an artist in London, like a doll now.",1154.0,1174.0,220407_001_me.wav
1273, Where I'd like to show you.,1175.0,1177.0,220407_001_me.wav
1274, So he's look at him now.,1177.0,1182.0,220407_001_me.wav
1275," That's him now. Yeah, and he's like, she was like, it was, it was crazy because they just buff. But he just keep whatever we you don't even see some of the stories that he has. It. They're insane. The pictures of like the actual like he's like, he like was like horns and like it's like a real life devil. Yeah.",1183.0,1215.0,220407_001_me.wav
1276, But you just like is extremely show pictures of him doing that show like crazy stuff.,1218.0,1224.0,220407_001_me.wav
1277, New Year's.,1228.0,1229.0,220407_001_me.wav
1278, Can I show you another?,1233.0,1235.0,220407_001_me.wav
1279, And this is how I know that a lot of Asian nuns forms of bodybuilding are actually eating disorders.,1239.0,1246.0,220407_001_me.wav
1280, Listen.,1259.0,1260.0,220407_001_me.wav
1281, The View you do you build a movie Dio's?,1261.0,1264.0,220407_001_me.wav
1282, Do you know why it's a d especially in America because of Asian men are not seen is like sex.,1272.0,1279.0,220407_001_me.wav
1283, This whole thing.,1280.0,1283.0,220407_001_me.wav
1284, Are you just a just a couple of minutes? It's time zone.,1287.0,1293.0,220407_001_me.wav
1285,Doctors.,34.0,36.0,220331_002_me.wav
1286,"But when I come with you in the car, I didn't I didn't think I was, but I would love to be nice. We say that you wouldn't want to go in now.",36.0,52.0,220331_002_me.wav
1287," No, I wasn't that you coming just cuz I I I genuinely your voice.",53.0,68.0,220331_002_me.wav
1288, Playing escape. I come wait until I can feel that way as well. I'm really ready for the summer. I'm like so done with this semester. I also don't like anyone here at the like it's up to you and your friends. I have like no one here. It's like,72.0,87.0,220331_002_me.wav
1289," the idea of those kinds of pot, just sounds sound like",88.0,97.0,220331_002_me.wav
1290," For me, it's not even like the privilege. He liked those kinds of parties and not kind of overdose in that kind of watching his. Like, it's kind of every wise. It's obviously like more here. I think of me like the window, is that the weird thing is just like solutely. I don't know if I've ever had it like a taste too long to go to a party like that. I just don't guess it. I almost think I'm guessing it like it like it is specially. If the music's don't like being too. I think it would like in Wichita to like it's like, literally like it's like you're in a body of people that just like going again.",98.0,143.0,220331_002_me.wav
1291," Yeah, just take my today.",147.0,149.0,220331_002_me.wav
1292, How old are your friends guys? Sorry about that. So I'm just just had now. I'm going to have to bike.,153.0,160.0,220331_002_me.wav
1293," Hey, what's up? What's going on with potty? Lily, for if I played it, but she's wrong. She's running a little behind schedule. I'll be back in a little bit. I love to get out. Get out. I'll see you later.",166.0,190.0,220331_002_me.wav
1294," I just need you to take that. I take my heart. You hide. If I was saying, you said it as if it was a good feeling?",193.0,214.0,220331_002_me.wav
1295," Am I know you don't have time to ask them when they come in? I want to hear about what your thoughts are though. But yeah, you should to Vapor. She wants to buy The Vape, use that throughout the throughout the day. And then you like a morals of Reason. I'll buy a vape and it's fine for Simon Rising.",215.0,238.0,220331_002_me.wav
1296, German mulled wine.,243.0,245.0,220331_002_me.wav
1297, Last one.,245.0,247.0,220331_002_me.wav
1298," Yo, siento, I always have something to open it. It's like $2,000 of like cell phone charges from like it.",252.0,270.0,220331_002_me.wav
1299, Is there a joke?,276.0,278.0,220331_002_me.wav
1300," Yeah, it's called winning for a cup.",285.0,294.0,220331_002_me.wav
1301, There's no alcohol speeds at school.,300.0,303.0,220331_002_me.wav
1302, Why you going to the mall to me?,303.0,310.0,220331_002_me.wav
1303, I like balls.,310.0,313.0,220331_002_me.wav
1304, I haven't taken my eyes off you since you got the bowl because I know he's going to look for Retribution.,321.0,326.0,220331_002_me.wav
1305, Just some friends of driving.,332.0,335.0,220331_002_me.wav
1306, I'm about to graduate colleges.,339.0,342.0,220331_002_me.wav
1307, I'm just going to change my pants.,376.0,379.0,220331_002_me.wav
1308," You going to want? Okay, no worries. I might, I might, I might sleep at Sandra's house anyway.",386.0,395.0,220331_002_me.wav
1309, Even though she'd leave him. I just call that bad.,398.0,401.0,220331_002_me.wav
1310," Oh, yeah, I will just just so you know.",430.0,434.0,220331_002_me.wav
1311, How come?,447.0,452.0,220331_002_me.wav
1312, Are you going to the airport?,455.0,459.0,220331_002_me.wav
1313, Funny.,465.0,466.0,220331_002_me.wav
1314, Ladies.,467.0,468.0,220331_002_me.wav
1315," Yeah, I will if you just save it.",486.0,491.0,220331_002_me.wav
1316,Hey Hey what's your life story,2.0,5.0,220406_002_me.wav
1317," Essential road again, Thank you so much is the Chinese dumma holyshit ds36da.",6.0,32.0,220406_002_me.wav
1318, I never want to love to Kajsa color.,33.0,40.0,220406_002_me.wav
1319," Gary Sanchez surprised when Nike shoe size 22 in det för väder i Gävle kvart i bussfil extremely. Low me like I like you doing today, it's up Wake Me Up When will, like with you with the Caribbean så finns I am I fucking you're gonna get together in a Klingon vi vänta en vecka. I don't know it when is strange 25-27 going to Know About Us again. Laika Laika",40.0,93.0,220406_002_me.wav
1320, 100 % like me know everything about before like so so so So Bad education alla filmer I can do with that thing.,100.0,134.0,220406_002_me.wav
1321, happiness you nej fan,155.0,163.0,220406_002_me.wav
1322, hold a spin crazy,186.0,190.0,220406_002_me.wav
1323, crying,195.0,200.0,220406_002_me.wav
1324, My Best Friend's Wedding 2019 Swedish beautiful day Thank you,251.0,282.0,220406_002_me.wav
1325, My parents i bacon. My dad is so This is why we get drunk with everything but Psycho not the same.,282.0,292.0,220406_002_me.wav
1326, Sad by the way to cam sex and show så gick inte alla reason likes you doing here you and you and so we would like to thank you for Michael bowling meny like Club Staying Alive Windows add me like. What the fuck are we like why we like,294.0,321.0,220406_002_me.wav
1327, Fuck you like a nice sushirestaurang I started by thinking about you like this thesis was great and then we went out and my Army has shown that the sushi place and then we went out to dislike Soho House Of Shadows of wine and Roses cover with Loop Jag tänker om inte alltid christianisme and we going to the same Energy frequency and alone.,327.0,385.0,220406_002_me.wav
1328," Sexy And I Know It music never Music Is a Swedish characters pictures and images of Music yandere69 rifle innehålla karnawang, Or Death Run",384.0,412.0,220406_002_me.wav
1329, fira guest house in the way you like to see a random I don't like.,412.0,426.0,220406_002_me.wav
1330, sad with Michael Jackson Thank you,426.0,443.0,220406_002_me.wav
1331," Blackpink #livestream i division, simbassängen Wild And I Know It was really crazy so I just like that Shadow Adventure World on the Vikings always. Trolls Nicki Minaj and 69s Controls with the sad I got the sample and I can I see you He like me and the beat goes on and on",447.0,506.0,220406_002_me.wav
1332, Problem Is that like I don't feel like that and 6645 I would like to my path of my son och hvo100 Preem,506.0,567.0,220406_002_me.wav
1333, Can you start a company and like a post in some way All These Things Together on and I will not work I like What's the weather like me sing a song please trade with with I do nascimento the Sims hack a Snapchat not working with people and I know it complicated patch notes on the Cycle of Dynasty cathanna and people young-white understand That Power,566.0,617.0,220406_002_me.wav
1334," Vikings music quiz Impossible snart and he was stupid like your Servant be cool movie, New York for massive Garden night in my dinner When is Well I don't feel like. I am I wish I can I get to know that No no I don't like.",626.0,683.0,220406_002_me.wav
1335, I don't want to be in the system naturpass Schweiz things like this is this is there will be no doing right now in psychology a computational Staffan powershop. Louis parallel to Swedish,686.0,727.0,220406_002_me.wav
1336, Daddy Cool down and just fucking stop the Food Factory,731.0,781.0,220406_002_me.wav
1337, Så kanske säger naked girls and Wiz Khalifa and how tall are you I hate that they know how did you go on music to accompany drawstring backpack in the street in this parents with bad baby.,785.0,835.0,220406_002_me.wav
1338," Flashback ljuga, så det finns inte på my account happy or sad you like.",843.0,856.0,220406_002_me.wav
1339, försedd med of Us ice cream sandwich,857.0,863.0,220406_002_me.wav
1340,Can you bring your water bottle?,5.0,8.0,220320_002_me.wav
1341, Let's do it. This maybe do a walk.,10.0,12.0,220320_002_me.wav
1342, We don't think the boss go with us and just like shit just to shoot shoot a little bit. Yeah.,12.0,18.0,220320_002_me.wav
1343," Yeah, we have the elementary school right here. I'll show you.",18.0,22.0,220320_002_me.wav
1344," Not fucking hot. Hang out. Maybe it's not as I'm not sure what it is coffee. So strong he doesn't, I don't think he knows the men who wants a bit more, like a bit more like the sweet ones. Like I'm like, it looks like",70.0,101.0,220320_002_me.wav
1345, Say something.,112.0,114.0,220320_002_me.wav
1346," Yeah, it looks like it like that. The only thing that I get to have some little side like it so it's amazing, you know, and I can take it for what it is, his wallet. Just like I was sort of like",125.0,134.0,220320_002_me.wav
1347," He loves like yeah. Yeah, I noticed social but it's also like a social and cultural if he'd like some sort of like the idea of the idea of it all set up on the stand.",134.0,149.0,220320_002_me.wav
1348," It sort of just like, it's a whole world.",149.0,152.0,220320_002_me.wav
1349," Cool, cuz it's like it's like everywhere around the world. It's like a little extra thing that you can send them to your enjoyment of any place. Anyway, if you put like a little bit of time enjoying it, let you know that it's like, you know a little bit about sports for pretense, you know, like a all sorts of buses like golf not really having like it's just sort of like you hit a bowl, you know what I mean?",154.0,188.0,220320_002_me.wav
1350," where is Lake wine and sort of like, you know, it's like a",188.0,193.0,220320_002_me.wav
1351," But even all exist, Russians about food. A lot of people would consider like pretentious or like whatever, but like we love it and I guess it was like we were steaks.",194.0,210.0,220320_002_me.wav
1352," Exactly, but makes it more fun because we got to talk about.",217.0,221.0,220320_002_me.wav
1353," Yeah, I know but it's with him with his faction over like the boy that I Know Her. Like I Do you like never have time for anything and now he's like he's like a nation from work, you know, which is good because you needed to be in this room. Cuz I was his whole life and he like we never saw of him. You know, I'm like whatever but that's almost like a slice of element like necessity to it than just pure enjoyment in this light element of like it. This is like filling in for something to boss of wine, but he like fully has like a, you know, half of half a bottle or football like every meal.",221.0,276.0,220320_002_me.wav
1354," That's part of animosity year. There's no no. I mean we were like with two years of hot you would like and I was gone. He's been will present for my brother. The animal. The animal, the animal, safety comes.",279.0,295.0,220320_002_me.wav
1355," Yeah, a little bit like that, but it's also just like all the things. My brother is the Venn diagram of what my brother has just been no block zero. Like we both like it like good good natural environments, you know, there is no life at all. I still have like overlap with everyone in my family and my older brother. Now for like his ideas or like like interesting things.",296.0,337.0,220320_002_me.wav
1356," It feels like I have to pull them away from my dad, like it cuz you have been drunk. Whatever is over to me so many times and called it. And you know, anything that is possibly damaging to his prison top know that he's a he's like, he'll say stuff. Like the only thing you'll say is about the brightness would be afraid of like covid-19.",337.0,384.0,220320_002_me.wav
1357," Don't walk out. That doesn't do a lot of things and everything like that, but like long walks by himself to school. We didn't have them in a lot longer than either. Yeah. Yeah. Yeah. I know, you know, you know, it was absolutely insane cuz it's so much like",384.0,414.0,220320_002_me.wav
1358, But like this was a wall ball. What is it? Yeah.,415.0,424.0,220320_002_me.wav
1359," But I was only here for 2 years, so pretty much have it.",425.0,432.0,220320_002_me.wav
1360," Yeah, I just thought if I got arrested here cuz it's really easy to get on the roof. That's a pretty cool school and like all these things and you know that Donuts on the roof is it was like it was like right now, I'll call the cops. Sorry. I've run for the cops several times here. Just like being on the roof and smoking is great. Run along the whole times.",438.0,488.0,220320_002_me.wav
1361," Like, absolutely cuz it's like it's like this. It's so there's so many look like",503.0,509.0,220320_002_me.wav
1362," Yeah, but this is my we can go back to my place and play basketball.",511.0,515.0,220320_002_me.wav
1363," Yeah, it's great for just a walk in the school.",517.0,520.0,220320_002_me.wav
1364," Yep, but now, but it looks like I'm like, yeah, but I think I like the city was really like, the best part about this play music, like that. Even a train ride into the city. I think you just like, you don't walk around. Yeah, most weekends like a lot of weekends, like every other weekend, I mean, sometimes like if it's like nice, it's like we go every weekend, sometimes not really with my family. We got we go up and do nature stuff with City maintains a sort of magnitude and granddaughter.",521.0,562.0,220320_002_me.wav
1365," Yeah, like space-efficient.",566.0,571.0,220320_002_me.wav
1366," Go to cafes and stuff. Go to, you know, go to go to like I use fake IDs at like Concepts, right? That is also like, neighbor is neighborhood. That has Soul. Still, on your relief. You are like in the city and you got all of the universe, like the restaurants are like a couple of good restaurants, but it's like, it just like, it's almost it's free, you know.",578.0,616.0,220320_002_me.wav
1367," Exactly. Was I really loved me. You would like some tastic, but it's like, but it's like maybe not for kids.",617.0,635.0,220320_002_me.wav
1368," Like, like a lot of New York City cuz I meet, and I don't like a lot of them. They kind of got lost, a lot of them, especially, like the rich kid.",635.0,645.0,220320_002_me.wav
1369," yeah, it's like",649.0,651.0,220320_002_me.wav
1370," Yeah, exactly. Exactly. Beautiful for a long time. Like I'm not happy. I mean, a spirit to it, you know, in this Forest, you know, I'm not stressed out like a couple of oligarchy cultural elements like the mushrooms Aiko sets an HR, you know, you can just sort of like interactable and like everyone's happy on caring for one another vet.",651.0,702.0,220320_002_me.wav
1371," Still like in the progress of like being like a maiden's, like a home, you know what I mean? It's still like, it feel like it was like, very recently, a building site cuz I like before it was like that because then the police to like, like no kids, like old people feel like it's back in the old, the handles would like, you know, like gold plated real gold for like 10 seconds. It was like it's happening. He's done. So we just tore everything else. They haven't really put things back in.",711.0,754.0,220320_002_me.wav
1372," Be spending time outside that when you when you are there, so that doesn't really must like the most beautiful living room. I was just like, you know that back what we said sometime play Monopoly during the summer. I like, you know, that's like the longest song that's like the shining on the water like one of the best. It's like this is the best in the table and my own place, but I was a private cuz it's fantastic.",755.0,782.0,220320_002_me.wav
1373, But it's like you can go to tell what holic that kid here can get like frustrated or like pull into themselves or getting you know just should have let us like nothing. You don't even fall into the wrong class is full by yourself.,786.0,804.0,220320_002_me.wav
1374," That one was what his that's like that family desktop. And he has a laptop when playing violin it was. You would like walk into the room where I'm sitting and I know, but like a violin violin is one of those. Like, when you don't know how to play a song on violin, it just, it just possible that I can do on this number. So that's what's up because we're here for like a second.",806.0,858.0,220320_002_me.wav
1375," Both. But I just locked into a place. When we are not happy. They should be like out scene 5. I got should have like four at like an old friends like to see like once if I see when they go to Europe, exactly.",866.0,890.0,220320_002_me.wav
1376," Yeah, my dad would fucking love my parents with both of my parents with love New Orleans.",892.0,900.0,220320_002_me.wav
1377," Yeah, I bet they would.",903.0,905.0,220320_002_me.wav
1378, It doesn't bounce.,905.0,907.0,220320_002_me.wav
1379, They need a little bit more hour or something.,908.0,911.0,220320_002_me.wav
1380, We can take shots.,911.0,914.0,220320_002_me.wav
1381, And you just take care of it.,915.0,917.0,220320_002_me.wav
1382," Corner, I put this in like 2 years ago.",918.0,922.0,220320_002_me.wav
1383, Nice.,925.0,927.0,220320_002_me.wav
1384, That we got right here.,928.0,933.0,220320_002_me.wav
1385," Young Middle, single.",939.0,942.0,220320_002_me.wav
1386, Do I have to go?,954.0,956.0,220320_002_me.wav
1387,"Call Amanda's like one thing was like been able to like respond to well with friend, but she tell me I like that. You tells me.",5.0,20.0,220317_002_me.wav
