,sentence,sentence_confidence,start_time,end_time,date,original_audio
13, You are a fast one on Tube.,0.904708206653595,0 days 00:01:57.300000,0 days 00:02:01.400000,02/23/22,220223_005_me.wav
14, If you want to talk like in this neighborhood.,0.7626691460609436,0 days 00:02:07.200000,0 days 00:02:09.500000,02/23/22,220223_005_me.wav
15, Do you have a soundtrack now?,0.8140837550163269,0 days 00:02:11.200000,0 days 00:02:13.700000,02/23/22,220223_005_me.wav
16," This is Loki, Loki. This is my world, my world.",0.8406686782836914,0 days 00:02:15.900000,0 days 00:02:21.700000,02/23/22,220223_005_me.wav
17, Did he want it?,0.7242317795753479,0 days 00:02:31.100000,0 days 00:02:32,02/23/22,220223_005_me.wav
18, Gilbert Baker.,0.49885326623916626,0 days 00:02:34.800000,0 days 00:02:36.100000,02/23/22,220223_005_me.wav
19," What are you doing, mister?",0.9583789706230164,0 days 00:02:43.300000,0 days 00:02:44.600000,02/23/22,220223_005_me.wav
20, He's not very happy.,0.8061404228210449,0 days 00:02:48.900000,0 days 00:02:50.500000,02/23/22,220223_005_me.wav
21, I don't know. He's growling.,0.9640901684761047,0 days 00:02:58.700000,0 days 00:03:00.800000,02/23/22,220223_005_me.wav
22, Both of these little goatee.,0.8928273916244507,0 days 00:03:16.200000,0 days 00:03:17.900000,02/23/22,220223_005_me.wav
23, Roti boti.,0.7264457941055298,0 days 00:03:22.600000,0 days 00:03:23.600000,02/23/22,220223_005_me.wav
24," The show is this is for me. Just give up, man.",0.876573383808136,0 days 00:03:25.700000,0 days 00:03:29,02/23/22,220223_005_me.wav
25, Don't you love that guy?,0.5760306119918823,0 days 00:03:38.600000,0 days 00:03:41.100000,02/23/22,220223_005_me.wav
26, What? Like I'm going to try to make this guy ride him.,0.860802173614502,0 days 00:03:51.300000,0 days 00:03:53.400000,02/23/22,220223_005_me.wav
27, What that white can we look at that new movie called?,0.8167083263397217,0 days 00:03:55.200000,0 days 00:03:57.400000,02/23/22,220223_005_me.wav
28, When do?,0.41948872804641724,0 days 00:04:21.700000,0 days 00:04:22.400000,02/23/22,220223_005_me.wav
29, When's he coming home?,0.5178638696670532,0 days 00:04:24.500000,0 days 00:04:27,02/23/22,220223_005_me.wav
30, It's not thinking about the green guy.,0.5933758616447449,0 days 00:04:29.100000,0 days 00:04:30.700000,02/23/22,220223_005_me.wav
31, Manufacturing Gilbert.,0.8243509531021118,0 days 00:04:43.700000,0 days 00:04:45.100000,02/23/22,220223_005_me.wav
32, USPS tracking.,0.9431666135787964,0 days 00:04:50.400000,0 days 00:04:51.500000,02/23/22,220223_005_me.wav
33," What, why?",0.6943427920341492,0 days 00:04:54.700000,0 days 00:04:56.400000,02/23/22,220223_005_me.wav
34, Green.,0.6335117220878601,0 days 00:05:36.300000,0 days 00:05:37.200000,02/23/22,220223_005_me.wav
35, Either they give us about the green guy until someone else has it.,0.7828072309494019,0 days 00:05:40.800000,0 days 00:05:43.200000,02/23/22,220223_005_me.wav
36, Is it all about the chase?,0.9521452784538269,0 days 00:05:48.700000,0 days 00:05:51.500000,02/23/22,220223_005_me.wav
37, Yoki.,0.3025341331958771,0 days 00:06:01.800000,0 days 00:06:02.500000,02/23/22,220223_005_me.wav
38, No way.,0.7450933456420898,0 days 00:06:06.700000,0 days 00:06:07.300000,02/23/22,220223_005_me.wav
39, Can I?,0.5517923831939697,0 days 00:06:18.200000,0 days 00:06:19.100000,02/23/22,220223_005_me.wav
40," Times, we have to teach him how to how to make fire.",0.842385470867157,0 days 00:06:37.500000,0 days 00:06:40.200000,02/23/22,220223_005_me.wav
41, That's so funny. How do I I'm trying to find something. I'm trying to find something to do that. He's going to find a really funny.,0.9215707778930664,0 days 00:06:45.200000,0 days 00:06:51.400000,02/23/22,220223_005_me.wav
42, I'm going to put it on the tail.,0.9290009140968323,0 days 00:06:54.900000,0 days 00:06:57.700000,02/23/22,220223_005_me.wav
43, How do I cook? What if she eat some garlic?,0.728108823299408,0 days 00:07:04.600000,0 days 00:07:07.700000,02/23/22,220223_005_me.wav
44, They like spice.,0.7666687965393066,0 days 00:07:20.100000,0 days 00:07:21.200000,02/23/22,220223_005_me.wav
45, Forget ice is done.,0.7551203966140747,0 days 00:07:36.300000,0 days 00:07:38.200000,02/23/22,220223_005_me.wav
46, And I like the both of us.,0.5220082402229309,0 days 00:07:42.800000,0 days 00:07:44.300000,02/23/22,220223_005_me.wav
47," Oh, yes.",0.9367212057113647,0 days 00:07:51.500000,0 days 00:07:52.700000,02/23/22,220223_005_me.wav
48, Can I put on the? Can I take it off? This is so funny.,0.8688666224479675,0 days 00:07:54.200000,0 days 00:08:00.200000,02/23/22,220223_005_me.wav
49, Give me funny full of eyes.,0.7009668350219727,0 days 00:08:06.700000,0 days 00:08:08.300000,02/23/22,220223_005_me.wav
50, Hello.,0.9007625579833984,0 days 00:08:11.200000,0 days 00:08:11.800000,02/23/22,220223_005_me.wav
51, Let me see something.,0.930671751499176,0 days 00:08:27.200000,0 days 00:08:28.100000,02/23/22,220223_005_me.wav
52, I know he hasn't had another one.,0.6510347127914429,0 days 00:08:33.800000,0 days 00:08:36.500000,02/23/22,220223_005_me.wav
53, I don't think he Minds at all.,0.9325199723243713,0 days 00:08:52.300000,0 days 00:08:59,02/23/22,220223_005_me.wav
54," Now, we know where he is at all times.",0.9568357467651367,0 days 00:09:01.200000,0 days 00:09:02.500000,02/23/22,220223_005_me.wav
55, No one balloons. Good.,0.8020181655883789,0 days 00:09:04.100000,0 days 00:09:05.700000,02/23/22,220223_005_me.wav
56," It is fall into the chat, isn't it?",0.7891134023666382,0 days 00:09:13.300000,0 days 00:09:15.500000,02/23/22,220223_005_me.wav
57, I want to see what happens.,0.9450120329856873,0 days 00:09:16.900000,0 days 00:09:18.100000,02/23/22,220223_005_me.wav
58," Oh, I think you got really confused. I'm sorry.",0.8540187478065491,0 days 00:09:19.300000,0 days 00:09:26,02/23/22,220223_005_me.wav
59," Yo, he told him what is going on.",0.778008759021759,0 days 00:09:30.900000,0 days 00:09:35.100000,02/23/22,220223_005_me.wav
60," Wife, you flashing your boobs.",0.8005796670913696,0 days 00:09:38.300000,0 days 00:09:40,02/23/22,220223_005_me.wav
61, I'm going to have. Let me get off this little tired. What's up?,0.7565195560455322,0 days 00:09:44.400000,0 days 00:09:47.900000,02/23/22,220223_005_me.wav
62, Chattanooga.,0.6489437222480774,0 days 00:09:48.800000,0 days 00:09:49.500000,02/23/22,220223_005_me.wav
63," I've got to walk the dog out the ultimately. You can't say nothing. Really. I think, I think.",0.769780695438385,0 days 00:09:56.300000,0 days 00:10:07.500000,02/23/22,220223_005_me.wav
64, You see me.,0.8896700739860535,0 days 00:10:09.200000,0 days 00:10:10,02/23/22,220223_005_me.wav
65," Oh, he has someone coming.",0.8896886110305786,0 days 00:10:14.300000,0 days 00:10:16,02/23/22,220223_005_me.wav
66, Melissa cologne.,0.7517212629318237,0 days 00:10:16.700000,0 days 00:10:18.300000,02/23/22,220223_005_me.wav
67, Yeah.,0.8492822647094727,0 days 00:10:26.700000,0 days 00:10:27.100000,02/23/22,220223_005_me.wav
68, That's how many times I don't let him wait. And then wait 5.,0.8108859658241272,0 days 00:10:28.300000,0 days 00:10:31.800000,02/23/22,220223_005_me.wav
69," Song, he's a cutie pie.",0.9047566652297974,0 days 00:10:35.500000,0 days 00:10:37.900000,02/23/22,220223_005_me.wav
70," I just trying to have fun in know, he'd go under a chair, but he didn't know. That was a no.",0.8074836730957031,0 days 00:10:39.100000,0 days 00:10:46,02/23/22,220223_005_me.wav
71, Really?,0.9823030233383179,0 days 00:10:51.900000,0 days 00:10:52.500000,02/23/22,220223_005_me.wav
72," Hugs and look, how do I look?",0.8291832804679871,0 days 00:10:53.600000,0 days 00:10:56.300000,02/23/22,220223_005_me.wav
73, With my dad. Don't get him. Riled up right now. He seems really calm and he seems like he's relaxing music cutie boy.,0.8221422433853149,0 days 00:11:06.400000,0 days 00:11:14.100000,02/23/22,220223_005_me.wav
74, You want to sit right here? Next to Next Door?,0.8967090845108032,0 days 00:11:15.200000,0 days 00:11:20.300000,02/23/22,220223_005_me.wav
75, Cutie pie.,0.809262752532959,0 days 00:11:24.300000,0 days 00:11:25.600000,02/23/22,220223_005_me.wav
76, Cutie boy.,0.7590290904045105,0 days 00:11:27.600000,0 days 00:11:28.700000,02/23/22,220223_005_me.wav
77, Crazy dog. Like a dog say?,0.7641608715057373,0 days 00:11:33.300000,0 days 00:11:35.400000,02/23/22,220223_005_me.wav
78, Dog pictures.,0.7527318000793457,0 days 00:11:36.700000,0 days 00:11:38.700000,02/23/22,220223_005_me.wav
79," completionist, turn up the",0.7116724252700806,0 days 00:11:41.300000,0 days 00:11:42.700000,02/23/22,220223_005_me.wav
80, if I can just throw on and when he sees it. He's going to look because of other dogs.,0.7344179153442383,0 days 00:11:43.800000,0 days 00:11:47.900000,02/23/22,220223_005_me.wav
81, I said it's really bad and smell the dog music. I like that. I don't know if this is,0.8626672625541687,0 days 00:11:49.300000,0 days 00:11:58.300000,02/23/22,220223_005_me.wav
82," I see the soft ones. Yeah, I like this one.",0.9339993596076965,0 days 00:11:59.300000,0 days 00:12:03.500000,02/23/22,220223_005_me.wav
83, Anniversary monkeys.,0.6274113655090332,0 days 00:12:05.100000,0 days 00:12:09,02/23/22,220223_005_me.wav
84, You're just a silly other dog.,0.8136674761772156,0 days 00:12:10,0 days 00:12:11.400000,02/23/22,220223_005_me.wav
85," Oh, this guy is such a cutie. He is so much pathos.",0.8781776428222656,0 days 00:12:18,0 days 00:12:21.900000,02/23/22,220223_005_me.wav
86, I'm going to read now.,0.9835000038146973,0 days 00:12:23.500000,0 days 00:12:24.600000,02/23/22,220223_005_me.wav
87," I think he's telling he's cuddling, he soft.",0.9415099024772644,0 days 00:12:28.700000,0 days 00:12:31,02/23/22,220223_005_me.wav
88," I'm sorry. I don't want to harass you and Mister Dog. Oh, I like, you know, you're a cool dogs on my God, taco.",0.8916580080986023,0 days 00:13:17.100000,0 days 00:13:31.900000,02/23/22,220223_005_me.wav
89, Sun King on that question.,0.7633551359176636,0 days 00:13:59.500000,0 days 00:14:02.700000,02/23/22,220223_005_me.wav
90," You should rather think about against read the Iowa semester up. I would like to think about it, because we just possibly think the whole time.",0.8324334025382996,0 days 00:14:08.500000,0 days 00:14:31.600000,02/23/22,220223_005_me.wav
91, The exact same thing.,0.8863677978515625,0 days 00:14:32.700000,0 days 00:14:34.500000,02/23/22,220223_005_me.wav
92, Loki is so cute.,0.7769615650177002,0 days 00:15:12.100000,0 days 00:15:15,02/23/22,220223_005_me.wav
93," But I think the one thing you don't like about if I just want to see as iOS, and they sometimes had anybody so much 5.",0.8878879547119141,0 days 00:15:16.200000,0 days 00:15:26.500000,02/23/22,220223_005_me.wav
94, I want to see it rise.,0.8151597380638123,0 days 00:15:27.500000,0 days 00:15:29,02/23/22,220223_005_me.wav
95, I want to see the eyes like I'm interested in the sense that pack up.,0.813262939453125,0 days 00:15:32,0 days 00:15:35.200000,02/23/22,220223_005_me.wav
96," Cuz I'm going to see if I know, but like how many cc's is closing like nothing like it.",0.9332060813903809,0 days 00:15:37.500000,0 days 00:15:44.700000,02/23/22,220223_005_me.wav
97, I can only give him a haircut.,0.8022827506065369,0 days 00:15:47.800000,0 days 00:15:49.100000,02/23/22,220223_005_me.wav
98, I love you so much.,0.9511747360229492,0 days 00:15:57.900000,0 days 00:15:59.200000,02/23/22,220223_005_me.wav
99," Okay, so much win.",0.8823769092559814,0 days 00:16:00.900000,0 days 00:16:02.100000,02/23/22,220223_005_me.wav
100, I do really like this dog calming music is coming me and,0.7606407999992371,0 days 00:16:07.400000,0 days 00:16:10.400000,02/23/22,220223_005_me.wav
101, Deborah. The oldest goes like this.,0.6533494591712952,0 days 00:16:16.500000,0 days 00:16:18.500000,02/23/22,220223_005_me.wav
0,He likes me. He likes me.,0.9840552806854248,0 days 00:00:13.100000,0 days 00:00:17,02/24/22,220224_001_me.wav
1," How, what's up?",0.7020971179008484,0 days 00:00:31.200000,0 days 00:00:32,02/24/22,220224_001_me.wav
2, That feeling with thing though. When you finish everything though.,0.8963344693183899,0 days 00:00:37.600000,0 days 00:00:40.800000,02/24/22,220224_001_me.wav
3, I thought you feel like you deserve this mean.,0.9197255373001099,0 days 00:00:42.600000,0 days 00:00:44.700000,02/24/22,220224_001_me.wav
4," I used to fall asleep in my class, has all the time in high school for like somehow. Like I was like in Darrington teaches and so they would like nothing to be like mean about fit, half a ton.",0.9377447366714478,0 days 00:00:49,0 days 00:00:59.700000,02/24/22,220224_001_me.wav
5," Are the French teachers loved. I was just like, then say like three wives and then they would be so happy with me.",0.851896345615387,0 days 00:01:03.200000,0 days 00:01:12,02/24/22,220224_001_me.wav
6," Put the music for him, you know, him and the pillow on the same.",0.8813551664352417,0 days 00:01:15.300000,0 days 00:01:20.500000,02/24/22,220224_001_me.wav
7, Trader Joe's.,0.9385092258453369,0 days 00:01:27.700000,0 days 00:01:28.600000,02/24/22,220224_001_me.wav
8, And can I have this? But it was crying when Lake Emily left came in and then I called up like this is when I got the call it.,0.9082089066505432,0 days 00:01:34.300000,0 days 00:01:43.100000,02/24/22,220224_001_me.wav
9," No, I think they call it doesn't. I think he's so cute with your high. It's so nice to have an animal in this space, in a spacesuit. Do you know the animal into space without the fog?",0.8796870708465576,0 days 00:01:44.400000,0 days 00:01:59.900000,02/24/22,220224_001_me.wav
10, Food. Go for walks when he calls up like that. It's so cute.,0.9340311884880066,0 days 00:02:06.900000,0 days 00:02:14.600000,02/24/22,220224_001_me.wav
11," I like, I like monkeys. I like confusing dog. Know, I like to confuse dogs.",0.843993067741394,0 days 00:02:19.200000,0 days 00:02:25.200000,02/24/22,220224_001_me.wav
12," Like, I feel like we should just like the good old dog performance for him and then just see how he reacts. You know, I made him a theme song. I felt disrespected. I like running the whole theme song.",0.9074209332466125,0 days 00:02:27.800000,0 days 00:02:42.800000,02/24/22,220224_001_me.wav
13," Walking, the dogs sleep in.",0.4515686631202698,0 days 00:02:51.200000,0 days 00:02:52.900000,02/24/22,220224_001_me.wav
14," I feel like I'm like, that looks clothes.",0.7622544169425964,0 days 00:02:56.800000,0 days 00:03:01.100000,02/24/22,220224_001_me.wav
15, Simon needs to play with the dog. He's so sad hose.,0.8741298913955688,0 days 00:03:07.800000,0 days 00:03:12,02/24/22,220224_001_me.wav
16," Well, depend upon, we have to let this dog with pork and see what it does.",0.8434738516807556,0 days 00:03:13.300000,0 days 00:03:19.800000,02/24/22,220224_001_me.wav
17, We should propose it says the lgbtq community.,0.7917116284370422,0 days 00:03:29.600000,0 days 00:03:32.200000,02/24/22,220224_001_me.wav
18, That means there's probably something like this probably something board of directors somewhere.,0.8373746871948242,0 days 00:03:34.700000,0 days 00:03:39.600000,02/24/22,220224_001_me.wav
19, Nothing too stupid. Just waking up is like them Choppa.,0.8299114108085632,0 days 00:03:42.600000,0 days 00:03:48,02/24/22,220224_001_me.wav
20," Oh my God, why is that? Pesto?",0.8264756202697754,0 days 00:03:49.800000,0 days 00:03:55.300000,02/24/22,220224_001_me.wav
21," Trader giotto's used. When do they use Trader giotto's, you know, they have done something and trade him being on some other things.",0.8163948059082031,0 days 00:04:05.500000,0 days 00:04:14.300000,02/24/22,220224_001_me.wav
22, The funked-up thing is that Trader Joe's is a colonial theme.,0.9040920734405518,0 days 00:04:18.300000,0 days 00:04:22.100000,02/24/22,220224_001_me.wav
23," Like colonialism theme, 16th century, like it International Trade. When said of the first dishes were coming from like China and coming from whatever Indian spices and did the trade is in that way. It's a colonial themed. Yeah, but, you know Trader, Joe's. And it's like, it's like it's like the concept instead of Whole Foods Whole Foods and then you just like split, you can stand outside Whole Foods, it all the food. And I know, yeah, I got it.",0.9581678509712219,0 days 00:04:23,0 days 00:05:02.300000,02/24/22,220224_001_me.wav
24, How can we give him a bath?,0.9344431161880493,0 days 00:05:07.300000,0 days 00:05:08.700000,02/24/22,220224_001_me.wav
25," Oh my God, we just put them in the bathtub.",0.8959391713142395,0 days 00:05:09.800000,0 days 00:05:13.400000,02/24/22,220224_001_me.wav
26, You let you like licking up the the the garbage stains from the ground.,0.9026691317558289,0 days 00:05:19.300000,0 days 00:05:25,02/24/22,220224_001_me.wav
27," What happened with him? Who's running in, Colorado?",0.699462354183197,0 days 00:05:30.300000,0 days 00:05:33.300000,02/24/22,220224_001_me.wav
28," You ran under the Chas and in the balloon, got called into the string, snapped, and he got held bad on this.",0.8597633838653564,0 days 00:05:35.500000,0 days 00:05:42.800000,02/24/22,220224_001_me.wav
29," Oh my God, this guy is so cute.",0.9641178250312805,0 days 00:05:45.200000,0 days 00:05:49.600000,02/24/22,220224_001_me.wav
30, I can we talk him in.,0.8390796780586243,0 days 00:05:50.700000,0 days 00:05:52,02/24/22,220224_001_me.wav
31, Weather Raymond.,0.9354943037033081,0 days 00:05:53.100000,0 days 00:05:54.400000,02/24/22,220224_001_me.wav
32, Not as soon as snuggly experience.,0.8821454644203186,0 days 00:05:55.400000,0 days 00:06:02.700000,02/24/22,220224_001_me.wav
33, Help worldwide.,0.9612948298454285,0 days 00:06:10.400000,0 days 00:06:12.300000,02/24/22,220224_001_me.wav
34," Well, 1147.",0.7260000705718994,0 days 00:06:17.200000,0 days 00:06:19.800000,02/24/22,220224_001_me.wav
35, Ice cream. Helps ice cream sandwiches at my place that I really would. You want an ice cream sandwich.,0.9704070091247559,0 days 00:06:24.200000,0 days 00:06:29.500000,02/24/22,220224_001_me.wav
36, Can fill it up?,0.769823431968689,0 days 00:06:30.800000,0 days 00:06:31.600000,02/24/22,220224_001_me.wav
37," I'm going to go fill out the gas when you cop this time, and then I don't pay for the some just go fill it up. X3.",0.8651869297027588,0 days 00:06:32.500000,0 days 00:06:39.700000,02/24/22,220224_001_me.wav
38," Yeah, I'm taking two accounts fight that time and it was of course a teeny.",0.8684260249137878,0 days 00:06:41,0 days 00:06:46,02/24/22,220224_001_me.wav
39, To do a shit ton of heroin overdose.,0.9351071119308472,0 days 00:06:49.600000,0 days 00:06:51.600000,02/24/22,220224_001_me.wav
40," No, he can sleep in it like a popsicle.",0.7517406940460205,0 days 00:07:01,0 days 00:07:04.300000,02/24/22,220224_001_me.wav
41, He's an eater sleeper and a keeper.,0.8215486407279968,0 days 00:07:26.400000,0 days 00:07:30.300000,02/24/22,220224_001_me.wav
42, God be great.,0.763439953327179,0 days 00:07:33.100000,0 days 00:07:35.400000,02/24/22,220224_001_me.wav
0,I have a question for you.,0.9612555503845215,0 days 00:00:00.200000,0 days 00:00:01.800000,02/24/22,220224_002_me.wav
1," pretty important, so I need to",0.8576743602752686,0 days 00:00:03,0 days 00:00:12.500000,02/24/22,220224_002_me.wav
2, There's a senior at a function is called 100 days. I think it's like tomorrow in cat's litter box and goes to Silver Lake and you in a light and it's like a hundred days until graduation. I had it in my mind that I wasn't going to go out.,0.9119502902030945,0 days 00:00:15.400000,0 days 00:00:32.600000,02/24/22,220224_002_me.wav
3," Because I've never enjoyed those events of Philistines. He's just going to make me feel and how many, they want me to come.",0.9140114188194275,0 days 00:00:35.800000,0 days 00:00:46.700000,02/24/22,220224_002_me.wav
4, I have to decide because the last time to pick up tickets at between 12:15 and 1:15. I really do.,0.877699077129364,0 days 00:00:48.300000,0 days 00:00:54.600000,02/24/22,220224_002_me.wav
5, Probably right.,0.9574220776557922,0 days 00:01:12.300000,0 days 00:01:13.300000,02/24/22,220224_002_me.wav
6, I just want to come hang out with a bunch of simmzy's.,0.956874668598175,0 days 00:01:22.800000,0 days 00:01:26.300000,02/24/22,220224_002_me.wav
7, I don't know if like the same thing is I like to go to these events.,0.9285498261451721,0 days 00:01:34,0 days 00:01:37.300000,02/24/22,220224_002_me.wav
8, Play the song All of Me.,0.7142656445503235,0 days 00:01:39.700000,0 days 00:01:43,02/24/22,220224_002_me.wav
9, Don't know me.,0.6239554286003113,0 days 00:01:45,0 days 00:01:45.700000,02/24/22,220224_002_me.wav
10," Okay, I guess I'll go.",0.9844652414321899,0 days 00:01:52.300000,0 days 00:01:53.600000,02/24/22,220224_002_me.wav
11, 8000 question.,0.8423961997032166,0 days 00:01:55.200000,0 days 00:01:56.700000,02/24/22,220224_002_me.wav
12, Can I get more details about their parents and white teens like black and white Ferrari sloppy steaks at ravanis life for New Year's Eve events in Lansing.,0.9080705046653748,0 days 00:02:25.400000,0 days 00:02:40.600000,02/24/22,220224_002_me.wav
13, That's the venue. And it looks like an exactly like prom.,0.9042718410491943,0 days 00:02:45.200000,0 days 00:02:48.700000,02/24/22,220224_002_me.wav
14, I don't think I'm going to go.,0.9760576486587524,0 days 00:03:02.600000,0 days 00:03:03.900000,02/24/22,220224_002_me.wav
15, Looks like a tennis sock tried to convince you.,0.8318812847137451,0 days 00:03:06.300000,0 days 00:03:10.100000,02/24/22,220224_002_me.wav
16, Glorified prom.,0.9734452962875366,0 days 00:03:12.300000,0 days 00:03:13.600000,02/24/22,220224_002_me.wav
0,That's incorrect.,0.5177559852600098,0 days 00:00:00,0 days 00:00:01.500000,02/24/22,220224_003_me.wav
1," I like, if we had Kevin's.",0.8629591464996338,0 days 00:00:05.500000,0 days 00:00:07.100000,02/24/22,220224_003_me.wav
2," Winning number told before like I asked to serve estimate cost of something all that number or something. If we give in, if we will gladly put in that number to a thousand points. Fast National Data. First initials that if I could come back till Tuesday, fax the way in which we see the actual out. But like I said, I'm down and Josh's.",0.9459720849990845,0 days 00:00:08.300000,0 days 00:00:31.600000,02/24/22,220224_003_me.wav
3, I'm the 15 years of experience giving the same case of this woman.,0.9244439005851746,0 days 00:00:32.900000,0 days 00:00:37.500000,02/24/22,220224_003_me.wav
4, Who is shoplifting ring to die?,0.7244827747344971,0 days 00:00:38.800000,0 days 00:00:42.800000,02/24/22,220224_003_me.wav
5," Another has wrecked, you know, and one of the dice is right to spend nine one of the last affect me at 3, right? When reading the phone case and everything like that and they roll two dice at the beginning. You know, when I asked out what they think is a suitable sentence for this, those that had the dice that rolls and 9 8 months, their goal to buy for the 3.5 Mi Lewis University university.",0.9379959106445312,0 days 00:00:43.800000,0 days 00:01:10.600000,02/24/22,220224_003_me.wav
6," Like the river, this outcome of this random event that just put a number in your mind. Totally like a fact instead of",0.8917787075042725,0 days 00:01:11.500000,0 days 00:01:17.600000,02/24/22,220224_003_me.wav
7," So like any of the the Electoral offices when I do like deciding on cases, you know the same thing happens.",0.8839263916015625,0 days 00:01:19.100000,0 days 00:01:28.500000,02/24/22,220224_003_me.wav
8," It's it's like we're totally like extremely really biased on this this house like a real fucking life is what racism comes in the mail because he's like, I told Lisa Consciousness like",0.9098547101020813,0 days 00:01:29.400000,0 days 00:01:41.200000,02/24/22,220224_003_me.wav
9, Adjust limit the sphere.,0.5927306413650513,0 days 00:01:42.300000,0 days 00:01:46.300000,02/24/22,220224_003_me.wav
10, This is the Pod image moving towards more like nombe. And even if it was a human we all like we are both making decisions.,0.8808632493019104,0 days 00:01:49.400000,0 days 00:02:05,02/24/22,220224_003_me.wav
11, videos of,0.8069576025009155,0 days 00:02:12,0 days 00:02:12.800000,02/24/22,220224_003_me.wav
12, Troy.,0.8282554149627686,0 days 00:02:15.900000,0 days 00:02:16.500000,02/24/22,220224_003_me.wav
13," 10, + 2.",0.2691117823123932,0 days 00:02:17.300000,0 days 00:02:18.200000,02/24/22,220224_003_me.wav
14, Stopping.,0.9240831136703491,0 days 00:02:27.600000,0 days 00:02:28.900000,02/24/22,220224_003_me.wav
15," If it's someone, you know, that text.",0.9544704556465149,0 days 00:02:38.700000,0 days 00:02:40.400000,02/24/22,220224_003_me.wav
16," No, thanks.",0.980420708656311,0 days 00:03:22.100000,0 days 00:03:23.200000,02/24/22,220224_003_me.wav
17, Chapter book.,0.8669574856758118,0 days 00:03:56.200000,0 days 00:03:57.200000,02/24/22,220224_003_me.wav
0,I think it was on the table next to the bed.,0.9062461853027344,0 days 00:00:09,0 days 00:00:12.400000,02/25/22,220225_001_me.wav
1, You should come from.,0.8606166839599609,0 days 00:00:13.900000,0 days 00:00:16.400000,02/25/22,220225_001_me.wav
2, Are they cut them off VR?,0.8480298519134521,0 days 00:00:28.300000,0 days 00:00:31.100000,02/25/22,220225_001_me.wav
3," No, yeah, that's definitely choking.",0.8905007243156433,0 days 00:00:34.200000,0 days 00:00:37,02/25/22,220225_001_me.wav
4, Houses.,0.8873947858810425,0 days 00:00:38.100000,0 days 00:00:38.800000,02/25/22,220225_001_me.wav
5, Okay.,1.0,0 days 00:00:51.800000,0 days 00:00:52.500000,02/25/22,220225_001_me.wav
6, See you on the sidewalk.,0.9479604959487915,0 days 00:00:56.400000,0 days 00:00:58.100000,02/25/22,220225_001_me.wav
7, someone threw a,0.6042449474334717,0 days 00:01:21,0 days 00:01:22.800000,02/25/22,220225_001_me.wav
8, I'll make you.,0.3376457691192627,0 days 00:03:20.600000,0 days 00:03:24.800000,02/25/22,220225_001_me.wav
9," Thank you, son.",0.9623787999153137,0 days 00:03:29.500000,0 days 00:03:30.400000,02/25/22,220225_001_me.wav
10, It is kind of iconic.,0.9012511372566223,0 days 00:03:42.400000,0 days 00:03:44.100000,02/25/22,220225_001_me.wav
11, Isaac Hayes.,0.8505901098251343,0 days 00:03:56,0 days 00:03:57.500000,02/25/22,220225_001_me.wav
12, Why didn't you?,0.8064739108085632,0 days 00:04:04.600000,0 days 00:04:05.500000,02/25/22,220225_001_me.wav
13," Strawberry, I like him.",0.6966520547866821,0 days 00:04:11.800000,0 days 00:04:15.800000,02/25/22,220225_001_me.wav
14," and like,",0.5745028257369995,0 days 00:04:34.800000,0 days 00:04:35.400000,02/25/22,220225_001_me.wav
15, Remind me hit the Vape once before you take a shower.,0.8449944853782654,0 days 00:04:52.500000,0 days 00:04:55.500000,02/25/22,220225_001_me.wav
16, Me too.,0.831717848777771,0 days 00:05:11,0 days 00:05:11.700000,02/25/22,220225_001_me.wav
17, I'm so go to block.,0.7522662878036499,0 days 00:05:46.100000,0 days 00:05:47.600000,02/25/22,220225_001_me.wav
18, I don't know. The dogs looking at me.,0.847214937210083,0 days 00:05:55.300000,0 days 00:05:56.900000,02/25/22,220225_001_me.wav
19, Is that what's his name?,0.5774990916252136,0 days 00:05:58.100000,0 days 00:05:59.100000,02/25/22,220225_001_me.wav
20, I want to see.,0.7875469326972961,0 days 00:06:21.100000,0 days 00:06:22.900000,02/25/22,220225_001_me.wav
21, It's really fantastic.,0.9820849895477295,0 days 00:06:25.700000,0 days 00:06:27.100000,02/25/22,220225_001_me.wav
22, Can you wash them?,0.5723652243614197,0 days 00:06:29.200000,0 days 00:06:30,02/25/22,220225_001_me.wav
23, Did you tell him anything to Fahrenheit?,0.8727635741233826,0 days 00:06:31.200000,0 days 00:06:33.200000,02/25/22,220225_001_me.wav
24, I don't worry about.,0.9099959135055542,0 days 00:06:35,0 days 00:06:40.300000,02/25/22,220225_001_me.wav
25, I was very,0.9236898422241211,0 days 00:06:48,0 days 00:06:49.100000,02/25/22,220225_001_me.wav
26, Oh my God.,0.7884491086006165,0 days 00:06:59,0 days 00:06:59.800000,02/25/22,220225_001_me.wav
27, He is just for a little while.,0.7853207588195801,0 days 00:07:03.100000,0 days 00:07:05.500000,02/25/22,220225_001_me.wav
28," Oh my God, this is like",0.9876289963722229,0 days 00:07:19.500000,0 days 00:07:20.800000,02/25/22,220225_001_me.wav
29, Ashkenazi Jewish people look.,0.9682821035385132,0 days 00:07:29.700000,0 days 00:07:33,02/25/22,220225_001_me.wav
30, Why does parents?,0.7311725616455078,0 days 00:07:55.700000,0 days 00:07:58.100000,02/25/22,220225_001_me.wav
31," I've been having such a cordon of episodes like shit, our worldview. Final changes in the barn. When the one that is like kind of changing the contacts.",0.8921872973442078,0 days 00:07:59.600000,0 days 00:08:12.900000,02/25/22,220225_001_me.wav
